Sample_ID,I_Ca_umol_per_mol,Mg_Ca_mmol_per_mol,delta13C,delta18O,Age_Ma,Reference,DOI
5400,0.07,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5401,0.12,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5403,0.14,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5404,0.13,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5406,0.18,,,,480.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5407,0.19,,,,480.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5409,0.21,,,,480.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5411,0.43,,,,480.14,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5412,0.33,,,,480.14,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5414,0.19,,,,480.13,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5415,0.29,,,,480.13,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5417,0.27,,,,480.12,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5418,0.16,,,,480.12,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5419,0.17,,,,480.11,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
5420,0.32,,,,480.11,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
7551,0.19,,,,480.1,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
7552,0.13,,,,480.08,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
7554,0.36,,,,480.05,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
7556,0.3,,,,480.03,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
7557,0.24,,,,480.03,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
7559,0.16,,,,480,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7339,0.21,,,,481.78,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7346,0.14,,,,480.49,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7354,0,,,,480.26,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7358,0.15,,,,480.25,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7365,0.26,,,,480.24,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7369,0.15,,,,480.23,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7373,0.17,,,,480.22,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7375,0.16,,,,480.21,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7376,0.12,,,,480.21,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7377,0,,,,480.21,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7379,0,,,,480.21,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7380,0,,,,480.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7381,0.02,,,,480.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7382,0,,,,480.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7383,0,,,,480.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7385,0.03,,,,480.19,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7386,0.18,,,,480.19,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7387,0.17,,,,480.19,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7396,0.21,,,,480.19,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7397,0.24,,,,480.19,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7388,0,,,,480.19,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7398,0.09,,,,480.19,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7399,0.07,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7389,0.21,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7400,0.04,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7401,0.2,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7390,0.06,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7402,0.17,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7403,0.03,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7391,0.07,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7404,0.07,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7405,0.24,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7392,0,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7406,0.19,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7407,0.24,,,,480.18,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7393,0.05,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7408,0.14,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7409,0.1,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7394,0.1,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7410,0.08,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7411,0.15,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LDN7395,0.36,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7412,0.15,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7413,0.09,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7414,0.05,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7415,0.13,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7416,0.11,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7417,0.11,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-7533,0.1,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7418,0.21,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7419,0.16,,,,480.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7420,0.16,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7421,0.26,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7422,0.2,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7423,0.22,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7424,0.27,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7425,0.13,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7426,0.12,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7427,0.16,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7428,0.14,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7429,0.23,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7430,0.2,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
B-TOP7431,0.45,,,,480.16,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5253,0.07,,,,480.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5254,0.02,,,,480.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5255,0.11,,,,480.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5256,0.05,,,,480.14,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5257,0.1,,,,480.14,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5258,0.1,,,,480.14,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5259,0.07,,,,480.14,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5260,0.14,,,,480.13,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5261,0.11,,,,480.13,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5262,0.12,,,,480.13,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5263,0.37,,,,480.12,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5264,0.19,,,,480.12,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5265,0.28,,,,480.12,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
C65-5266,0.21,,,,480.11,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
158.2,0.72,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
160.2,1.1,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
161,0.93,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
166,0.69,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
167,0.51,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
171,0.86,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
172.5,0.8,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
178,0.82,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
182,1.22,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
187.3,1.21,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
190,0.88,,,,445,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1107,0.31,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1112,0.34,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1114,0.2,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1119,0.06,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
SH1120,0.53,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1121,0.65,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1122,0.59,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
SH1123,0.58,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1124,2.2,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1130,0.72,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1137,0.07,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1140,0.11,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
SH1152,0.24,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
SH1155,0,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1168,0,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
SH1172,0,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS1194,1.82,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
SH5066,0.16,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS5069,0.52,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PS5071,0.09,,,,419.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-1,5.42,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-2,2.23,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-3,4.82,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-4,7.22,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-5,1.53,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-6,2.57,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-7,2.58,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-8,1.87,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-9,3.44,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-10,2.18,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-11,4.02,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-12,2.43,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-13,8.77,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-14,5.94,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-15,0.14,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-16,8.6,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-17,8.65,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-18,8.02,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-19,5.71,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-20,5.72,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-21,8.68,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-22,7.75,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-23,1.72,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-24,5.86,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-25,2.5,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-26,3.77,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-27,4.32,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-28,0.86,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-29,4.5,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-30,1.12,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-31,2.26,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-32,6.88,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-33,7.57,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-34,3.47,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-35,5.2,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-36,2.72,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-37,2.56,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-38,4.6,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-39,4.03,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-40,2.23,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-41,2.26,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-42,2.64,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-43,3.16,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-44,3.44,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-45,2.82,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-46,3.01,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-47,3.97,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-48,2.7,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-49,4.16,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-50,2.4,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-51,2.53,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-52,2.65,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-53,2.56,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-54,3.05,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-55,4.9,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-56,2.11,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-57,2.85,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-58,3.16,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-59,2.54,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-60,2.43,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-61,1.87,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-62,1.86,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-63,4.08,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-64,4.79,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-65,9.21,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-66,2.81,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-67,2.37,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-68,3.32,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-69,3.61,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-70,3.5,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-71,3,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-72,2.05,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-73,4.56,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-74,3.66,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-75,2.82,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-76,2.39,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-77,5.06,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-78,3.85,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-79,2.97,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-80,3.41,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-81,2.96,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-82,3.11,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-83,3.62,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-84,3.33,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-85,5.06,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-86,3.92,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-87,3.5,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-88,4.16,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-89,2.44,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MSC-90,6.64,,,,397,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-2,0.78,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-8,1.12,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-11,0.35,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-12,0.55,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-16,0.91,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-18,0.43,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-21,0.57,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-25,0.76,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-29,0.61,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
LD-31,0.49,,,,377,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-1,2.99,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-2,3.88,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-3,2.88,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-4,2.81,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-5,2.61,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-6,2.34,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-7,1.55,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-8,4.6,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-9,3.2,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-10,4.57,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-11,4.1,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-12,3.43,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-13,2.26,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-14,3.87,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-15,5.55,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-16,3.2,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-17,2.11,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-18,3.33,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-19,3.37,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-20,3.26,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-21,2.39,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-22,0.94,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-23,2.46,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-24,2.51,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-25,1.09,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-26,1.11,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-27,1.15,,,,368,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-28,0.15,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-29,1.05,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-30,2.31,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-31,1.11,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-32,1.09,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-33,0.88,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-34,3.29,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-35,4.35,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-36,2.75,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-37,3.55,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-38,5.36,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-39,7.6,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-40,5.01,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-41,0.91,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-42,4.82,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-43,1.7,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-44,3.04,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-45,3.33,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-46,2.59,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-47,2.34,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
FH'-48,2.42,,,,380,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-39,0.03,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-37,0.01,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-33,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-29,0.03,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-25,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-21,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-17,0.09,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-13,0.05,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-9,0.08,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CQL-5,0.17,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
